SiteCode,DateTime,DurationNS,ScaledValue,mod_datetime,species
CLDP0001,2024-08-13 08:00:00+00:00,3600000000,4.32905625,2024-08-13 09:00:00+00:00,IPM25
CLDP0001,2024-08-13 09:00:00+00:00,3600000000,3.65810625,2024-08-13 10:00:00+00:00,IPM25
CLDP0001,2024-08-13 10:00:00+00:00,3600000000,4.166437500000001,2024-08-13 11:00:00+00:00,IPM25
CLDP0001,2024-08-13 11:00:00+00:00,3600000000,4.37788125,2024-08-13 12:00:00+00:00,IPM25
CLDP0001,2024-08-13 12:00:00+00:00,3600000000,4.777537499999999,2024-08-13 13:00:00+00:00,IPM25
CLDP0001,2024-08-13 13:00:00+00:00,3600000000,4.83345,2024-08-13 14:00:00+00:00,IPM25
CLDP0001,2024-08-13 14:00:00+00:00,3600000000,5.828456250000001,2024-08-13 15:00:00+00:00,IPM25
CLDP0001,2024-08-13 15:00:00+00:00,3600000000,5.078100000000001,2024-08-13 16:00:00+00:00,IPM25
CLDP0001,2024-08-13 16:00:00+00:00,3600000000,5.183493749999999,2024-08-13 17:00:00+00:00,IPM25
CLDP0001,2024-08-13 17:00:00+00:00,3600000000,5.39415,2024-08-13 18:00:00+00:00,IPM25
CLDP0001,2024-08-13 18:00:00+00:00,3600000000,5.849325,2024-08-13 19:00:00+00:00,IPM25
CLDP0001,2024-08-13 19:00:00+00:00,3600000000,5.490225,2024-08-13 20:00:00+00:00,IPM25
CLDP0001,2024-08-13 20:00:00+00:00,3600000000,5.80325625,2024-08-13 21:00:00+00:00,IPM25
CLDP0001,2024-08-13 21:00:00+00:00,3600000000,4.724775,2024-08-13 22:00:00+00:00,IPM25
CLDP0001,2024-08-13 22:00:00+00:00,3600000000,5.058675,2024-08-13 23:00:00+00:00,IPM25
CLDP0001,2024-08-13 23:00:00+00:00,3600000000,4.4082,2024-08-14 00:00:00+00:00,IPM25
CLDP0001,2024-08-14 00:00:00+00:00,3600000000,3.649653333333333,2024-08-14 01:00:00+00:00,IPM25
CLDP0001,2024-08-14 01:00:00+00:00,3600000000,3.660295833333333,2024-08-14 02:00:00+00:00,IPM25
CLDP0001,2024-08-14 02:00:00+00:00,3600000000,3.6150033333333336,2024-08-14 03:00:00+00:00,IPM25
CLDP0001,2024-08-14 03:00:00+00:00,3600000000,3.7144983333333337,2024-08-14 04:00:00+00:00,IPM25
CLDP0001,2024-08-14 04:00:00+00:00,3600000000,3.626741904761905,2024-08-14 05:00:00+00:00,IPM25
CLDP0001,2024-08-14 05:00:00+00:00,3600000000,4.072135833333333,2024-08-14 06:00:00+00:00,IPM25
CLDP0001,2024-08-14 06:00:00+00:00,3600000000,3.821418333333334,2024-08-14 07:00:00+00:00,IPM25
CLDP0001,2024-08-14 07:00:00+00:00,3600000000,4.0206558333333335,2024-08-14 08:00:00+00:00,IPM25
CLDP0001,2024-08-14 08:00:00+00:00,3600000000,5.459373333333333,2024-08-14 09:00:00+00:00,IPM25
CLDP0001,2024-08-14 09:00:00+00:00,3600000000,4.111488333333334,2024-08-14 10:00:00+00:00,IPM25
CLDP0001,2024-08-14 10:00:00+00:00,3600000000,4.157770833333334,2024-08-14 11:00:00+00:00,IPM25
CLDP0001,2024-08-14 11:00:00+00:00,3600000000,4.598568333333333,2024-08-14 12:00:00+00:00,IPM25
CLDP0001,2024-08-14 12:00:00+00:00,3600000000,5.3202783333333326,2024-08-14 13:00:00+00:00,IPM25
CLDP0001,2024-08-14 13:00:00+00:00,3600000000,5.6279208333333335,2024-08-14 14:00:00+00:00,IPM25
CLDP0001,2024-08-14 14:00:00+00:00,3600000000,5.591785833333334,2024-08-14 15:00:00+00:00,IPM25
CLDP0001,2024-08-14 15:00:00+00:00,3600000000,5.917743333333334,2024-08-14 16:00:00+00:00,IPM25
CLDP0001,2024-08-14 16:00:00+00:00,3600000000,5.670490833333333,2024-08-14 17:00:00+00:00,IPM25
CLDP0001,2024-08-14 17:00:00+00:00,3600000000,4.957938333333333,2024-08-14 18:00:00+00:00,IPM25
CLDP0001,2024-08-14 18:00:00+00:00,3600000000,5.093513333333334,2024-08-14 19:00:00+00:00,IPM25
CLDP0001,2024-08-14 19:00:00+00:00,3600000000,5.448235833333333,2024-08-14 20:00:00+00:00,IPM25
CLDP0001,2024-08-14 20:00:00+00:00,3600000000,5.208160833333333,2024-08-14 21:00:00+00:00,IPM25
CLDP0001,2024-08-14 21:00:00+00:00,3600000000,5.964025833333333,2024-08-14 22:00:00+00:00,IPM25
CLDP0001,2024-08-14 22:00:00+00:00,3600000000,6.8193858333333335,2024-08-14 23:00:00+00:00,IPM25
CLDP0001,2024-08-14 23:00:00+00:00,3600000000,5.831860833333333,2024-08-15 00:00:00+00:00,IPM25
CLDP0001,2024-08-15 00:00:00+00:00,3600000000,5.3086625,2024-08-15 01:00:00+00:00,IPM25
CLDP0001,2024-08-15 01:00:00+00:00,3600000000,5.290549999999999,2024-08-15 02:00:00+00:00,IPM25
CLDP0001,2024-08-15 02:00:00+00:00,3600000000,4.187262499999999,2024-08-15 03:00:00+00:00,IPM25
CLDP0001,2024-08-15 03:00:00+00:00,3600000000,3.6094999999999997,2024-08-15 04:00:00+00:00,IPM25
CLDP0001,2024-08-15 04:00:00+00:00,3600000000,3.4892749999999997,2024-08-15 05:00:00+00:00,IPM25
CLDP0001,2024-08-15 05:00:00+00:00,3600000000,3.3399125,2024-08-15 06:00:00+00:00,IPM25
CLDP0001,2024-08-15 06:00:00+00:00,3600000000,3.4661749999999993,2024-08-15 07:00:00+00:00,IPM25
CLDP0001,2024-08-15 07:00:00+00:00,3600000000,3.3412249999999997,2024-08-15 08:00:00+00:00,IPM25
CLDP0001,2024-08-15 08:00:00+00:00,3600000000,3.07925,2024-08-15 09:00:00+00:00,IPM25
CLDP0001,2024-08-15 09:00:00+00:00,3600000000,3.1713875,2024-08-15 10:00:00+00:00,IPM25
CLDP0001,2024-08-15 10:00:00+00:00,3600000000,3.9743749999999993,2024-08-15 11:00:00+00:00,IPM25
CLDP0001,2024-08-15 11:00:00+00:00,3600000000,3.95075,2024-08-15 12:00:00+00:00,IPM25
CLDP0001,2024-08-15 12:00:00+00:00,3600000000,4.103524999999999,2024-08-15 13:00:00+00:00,IPM25
CLDP0001,2024-08-15 13:00:00+00:00,3600000000,4.215612500000001,2024-08-15 14:00:00+00:00,IPM25
CLDP0001,2024-08-15 14:00:00+00:00,3600000000,3.8874874999999998,2024-08-15 15:00:00+00:00,IPM25
CLDP0001,2024-08-15 15:00:00+00:00,3600000000,4.0904,2024-08-15 16:00:00+00:00,IPM25
CLDP0001,2024-08-15 16:00:00+00:00,3600000000,3.7399625,2024-08-15 17:00:00+00:00,IPM25
CLDP0001,2024-08-15 17:00:00+00:00,3600000000,3.8339374999999998,2024-08-15 18:00:00+00:00,IPM25
CLDP0001,2024-08-15 18:00:00+00:00,3600000000,3.6976999999999998,2024-08-15 19:00:00+00:00,IPM25
CLDP0001,2024-08-15 19:00:00+00:00,3600000000,3.7932499999999996,2024-08-15 20:00:00+00:00,IPM25
CLDP0001,2024-08-15 20:00:00+00:00,3600000000,3.9499625,2024-08-15 21:00:00+00:00,IPM25
CLDP0001,2024-08-15 21:00:00+00:00,3600000000,4.8240875,2024-08-15 22:00:00+00:00,IPM25
CLDP0001,2024-08-15 22:00:00+00:00,3600000000,4.678662499999999,2024-08-15 23:00:00+00:00,IPM25
CLDP0001,2024-08-15 23:00:00+00:00,3600000000,3.5722249999999995,2024-08-16 00:00:00+00:00,IPM25
CLDP0001,2024-08-16 00:00:00+00:00,3600000000,2.68373,2024-08-16 01:00:00+00:00,IPM25
CLDP0001,2024-08-16 01:00:00+00:00,3600000000,2.0555412499999997,2024-08-16 02:00:00+00:00,IPM25
CLDP0001,2024-08-16 02:00:00+00:00,3600000000,2.6749887500000002,2024-08-16 03:00:00+00:00,IPM25
CLDP0001,2024-08-16 03:00:00+00:00,3600000000,2.9840037500000003,2024-08-16 04:00:00+00:00,IPM25
CLDP0001,2024-08-16 04:00:00+00:00,3600000000,2.81603,2024-08-16 05:00:00+00:00,IPM25
CLDP0001,2024-08-16 05:00:00+00:00,3600000000,4.05846875,2024-08-16 06:00:00+00:00,IPM25
CLDP0001,2024-08-16 06:00:00+00:00,3600000000,4.26117125,2024-08-16 07:00:00+00:00,IPM25
CLDP0001,2024-08-16 07:00:00+00:00,3600000000,5.83034375,2024-08-16 08:00:00+00:00,IPM25
CLDP0001,2024-08-16 08:00:00+00:00,3600000000,5.5362124999999995,2024-08-16 09:00:00+00:00,IPM25
